name hindex
"Mauro Bianco" 10
"Mawussi Zounon" 4
"Michele Scquizzato" 7
"Michele Weiland" 5
"Miquel Moretó" 17
"Mustafa Abduljabbar" 4
"Nicholas Higham" 63
"Oguz Selvitopi" 4
"Olivier Richard" 18
"Peter Arbenz" 4
"Petr Kuznetsov" 21
"Petr Tůma" 17
"Philippe Navaux" 22
"Polyvios Pratikakis" 12
"Radu Prodan" 38
"Rafael Asenjo" 10
"Rafael Mayo Gual" 20
"Rafael Ubal" 8
"Ramon Doallo" 23
"Rizos Sakellariou" 36
"Rob Van Nieuwpoort" 26
"Robert Mittermayr" 5
"Roland Mathà" 1
"Rui Machado" 4
"Rui Oliveira" 19
"Rutger Hofman" 21
"Samuel Relton" 5
"Sasko Ristov" 14
"Seher Acer" 2
"Shadi Ibrahim" 16
"Shigeru Chiba" 26
"Sonia Ben Mokhtar" 20
"Sophie Demassey" 11
"Steven Hofmeyr" 22
"Sven Hammarling" 36
"Thejaka Amila Kanewala" 3
"Thomas Fahringer" 46
"Tien-Dat Phan" 2
"Tobias Grosser" 13
"Tomas Margalef" 20
"Tomás F. Pena" 12
"Toni Cortés" 23
"Vania Marangozova-Martin" 6
"Veronica Veronica Gil-Costa" 12
"Vincent Gramoli" 18
"Vladimir Dimić" 0
"Vladimir Janjic" 5
"Wasuwee Sodsong" 2
"Weiqun Zhang" 16
"Wolfgang Lehner" 33
"Yang Hu" 6
"Yiannis Nikolakopoulos" 5
"Yukinori Sato" 9
"Yvan Notay" 27
"Zhiming Zhao" 13
"Ada Diaconescu" 13
"Alessandro Papadopoulos" 12
"Arif Merchant" 34
"Artur Andrzejak" 23
"Bashar Nuseibeh" 52
"Betty Cheng" 47
"Christian Becker" 28
"Christopher Stewart" 15
"Danny Weyns" 36
"Dario Pompili" 29
"David Garlan" 70
"Di Wang" 10
"Douglas M. Blough" 33
"Elisabetta Di Nitto" 32
"Eric Rutten" 21
"Evangelos Pournaras" 11
"Evgenia Smirni" 34
"Fang Zheng" 13
"Feng Yan" 7
"Giacomo Cabri" 28
"Gil Lee" 5
"Haiyan Zhao" 14
"Haiyang Sun" 3
"Hamid Soltanian-Zadeh" 40
"Hartmut Schmeck" 34
"Hassan Gomaa" 38
"Hausi Muller" 42
"Holger Giese" 36
"Hui Lei" 37
"Indranil Gupta" 35
"Jacob Beal" 26
"Jeff Kephart" 59
"Jim Torresen" 26
"Jose Fortes" 43
"Julie McCann" 21
"Jun Wang" 30
"Klara Nahrstedt" 80
"Kuangyu Zheng" 4
"Lance Kaplan" 30
"Liting Hu" 10
"Luciano Baresi" 44
"Lydia Y. Chen" 15
"Marin Litoiu" 31
"Michael A. Kozuch" 43
"Mike Smit" 12
"Mohammad-Parsa Hosseini" 8
"Nan Deng" 5
"Naser Sedaghati" 7
"Nikita Mishra" 2
"Ningfang Mi" 21
"Ole Mengshoel" 22
"Peter Dinda" 44
"Philippe Lalanda" 20
"Phuong Nguyen" 4
"Prasanna Giridhar" 6
"Rohit Ranchal" 6
"Rolf Wuertz" 20
"Sam Malek" 35
"Seyyed Ahmad Javadi" 2
"Shiguang Wang" 14
"Tanvir Al Amin" 9
"Tarek Abdelzaher" 79
"Thomas Vogel" 27
"Tom Holvoet" 36
"Tuyen Tran" 6
"Walter Binder" 29
"Wenli Zheng" 11
"Xiaorui Wang" 37
"Xiaoyun Zhu" 36
"Ymir Vigfusson" 12
"Yuxiong He" 20
"Zhi Jin" 27
"Albert Cohen" 41
"Allen Malony" 39
"Amin Ansari" 16
"Amro Awad" 4
"Ananth Grama" 41
"Andreas Kloeckner" 9
"Antonio Gonzalez" 50
"Aravind Sukumaran-Rajam" 5
"Arkaprava Basu" 9
"Arvind" 34
"Babak Falsafi" 54
"Basilio Fraguela" 20
"Bhargava Gopireddy" 2
"Boris Grot" 18
"Chris Cummins" 3
"Cristina Silvano" 29
"Daniel A. Jiménez" 21
"Daniel Sanchez" 16
"David Gregg" 18
"David I. August" 38
"David Padua" 60
"Ding-Yong Hong" 6
"Djordje Jevdjic" 9
"Dong Dai" 5
"Francois Irigoin" 23
"Gabriel H. Loh" 37
"Gagan Agrawal" 38
"Hamid Tabani" 2
"Hugh Leather" 10
"J. Nelson Amaral" 18
"Jaejin Lee" 30
"James Tuck" 17
"Jan-Jan Wu" 25
"Javier Picorel" 5
"Jinsung Kim" 3
"Joel Emer" 47
"John Cavazos" 21
"Jose Maria Arnau" 4
"Jose Moreira" 42
"Josep Torrellas" 58
"Joseph Izraelevitz" 3
"Julio Sahuquillo" 17
"Jun Yang" 35
"Keshav Pingali" 50
"Konstantinos Nikas" 6
"Lawrence Rauchwerger" 32
"Lieven Eeckhout" 43
"Lingxiang Xiang" 7
"Louis Jenkins" 0
"Maleen Abeydeera" 2
"Manuel Hermenegildo" 51
"Maria E. Gómez" 21
"Mark C. Jeffrey" 5
"Michael Bond" 19
"Michael C. Huang" 12
"Michael L. Scott" 55
"Michael Spear" 26
"Mohammad Alshboul" 1
"Muralidaran Vijayaraghavan" 9
"Nachshon Cohen" 5
"Nathan Beckmann" 12
"Nectarios Koziris" 26
"P. Sadayappan" 57
"Pavlos Petoumenos" 8
"Per Stenström" 42
"Po-An Tsai" 3
"Priyank Faldu" 1
"R. Govindarajan" 27
"Raghavendra Pradyumna Pothukuchi" 2
"Raj Parihar" 3
"Rajiv Gupta" 57
"Reena Panda" 5
"Saeed Maleki" 4
"Salvador Petit" 11
"Samuel Midkiff" 35
"Sanjay Rajopadhye" 29
"Seikwon Kim" 1
"Sergey Blagodurov" 16
"Sheng-Yu Fu" 3
"Sizhuo Zhang" 0
"Suvinay Subramanian" 7
"T. N. Vijaykumar" 46
"Taehoon Kim" 1
"Taewook Oh" 8
"Tingzhe Zhou" 3
"Uzi Vishkin" 55
"Vasileios Porpodas" 4
"Wonsun Ahn" 8
"Xianwei Zhang" 4
"Xiaoming Li" 17
"Yan Solihin" 30
"Youtao Zhang" 30
"Yu-Ping Liu" 1
"Ahmed E. Ismail" 17
"Aleksandr Mikhalev" 4
"Alexander Breuer" 6
"André Brinkmann" 23
"Arthur Maccabe" 26
"Ata Turk" 7
"Aurelien Bouteiller" 24
"Axel Klawonn" 27
"Ayse K. Coskun" 24
"Azzam Haidar" 20
"Charles Meneveau" 64
"Charles Yount" 8
"Dean Hildebrand" 12
"Dipanjan Sengupta" 6
"Emre Ates" 1
"Federico Silla" 26
"George S. Markomanolis" 5
"Hari Subramoni" 20
"Hideyuki Kawashima" 9
"Huda Ibeid" 3
"Ilkay Altintas" 25
"Jacek Kitowski" 16
"Jay Lofstead" 17
"Jiri Jaros" 10
"John Patchett" 9
"Josh Tobin" 2
"Judit Planas" 8
"Judy Qiu" 22
"Kadir Akbudak" 3
"Katharina Kormann" 7
"Lena Oden" 6
"Luc Bougé" 25
"Mahdi Bohlouli" 6
"Marek Michalewicz" 12
"Maria S. Perez" 17
"Martin Kronbichler" 11
"Narayanan Sundaram" 15
"Ozan Tuncer" 3
"Paolo Bientinesi" 17
"Pedro Javier Garcia" 12
"Perry Johnson" 6
"Peter Lindstrom" 29
"Peter Ziegenhein" 7
"Priya Vashishta" 71
"Randal Burns" 40
"Ryousei Takano" 11
"Scott Klasky" 35
"Siddhartha Jana" 4
"Simon McIntosh-Smith" 12
"Sourav Chakraborty" 4
"Stanimire Tomov" 31
"Steffen Frey" 9
"Stephen A. Jarvis" 34
"Stephen I. Roberts" 2
"Steven A. Wright" 4
"Suhaib A. Fahmy" 20
"Sven-Bodo Scholz" 20
"Sébastien Rumley" 11
"Timothée Ewart" 7
"Ulrich Rüde" 32
"Will Sawyer" 2
"Wolfgang Karl" 73
"Yida Wang" 6
"Yijia Zhang" 2
"Yuefan Deng" 19
"Yuichi Tsujita" 10
"Aaron Blankstein" 6
"Aashray Arora" 0
"Ada Gavrilovska" 21
"Anastasios Andronidis" 1
"Andreas Ziegler" 3
"Anirudh Badam" 10
"Asaf Cidon" 10
"Aunn Raza" 0
"Bianca Schroeder" 27
"Brent Stephens" 7
"Canturk Isci" 18
"Carl Waldspurger" 43
"Charlie Curtsinger" 8
"Cheng Huang" 31
"Chengchen Hu" 14
"Chinmayee Shah" 2
"Christian Dietrich" 11
"Christian Priebe" 3
"Christina Delimitrou" 12
"Christos Kozyrakis" 64
"Chunqiang Tang" 29
"Cristian Cadar" 19
"Călin Iorgulescu" 4
"Dan O'Keeffe" 7
"Daniel Grumberg" 5
"Daniel Lohmann" 25
"Daoyuan Wu" 4
"David Eyers" 20
"David Goltzsche" 2
"David Greaves" 13
"David Wolinsky" 16
"Diego Didona" 9
"Do Le Quoc" 6
"Dongkun Shin" 21
"Dongsheng Li" 16
"Eric Eide" 17
"Eric Xing" 64
"Fangming Liu" 27
"Farzaneh Mahdisoltani" 2
"Fei Xia" 2
"Felix Xiaozhu Lin" 13
"Florian Kelbert" 7
"Florin Dinu" 7
"Fred Douglis" 50
"Hao Zhang" 7
"Heejin Park" 1
"Huiba Li" 4
"Ioan Stefanovici" 4
"James Larus" 61
"Jasmina Malicevic" 3
"Jeongseok Son" 2
"Ji-Yong Shin" 6
"Jiahuan He" 6
"Jihong Kim" 28
"Jilong Xue" 6
"Jin Li" 48
"Jingjing Wang" 3
"Jinliang Wei" 9
"Jinyang Li" 29
"Jiwu Shu" 20
"Jon Crowcroft" 82
"Joshua Lind" 2
"Justin Cappos" 14
"K Gopinath" 1
"Kai Li" 75
"Kai Shen" 22
"Kathryn S. McKinley" 57
"Li-Pin Chang" 18
"Liang Shi" 13
"Linpeng Tang" 6
"Liuba Shrira" 24
"Luis Rodrigues" 40
"Luo Mai" 5
"Luís Pina" 4
"Magdalena Balazinska" 45
"Marcin Wojcik" 7
"Marcus Hähnel" 4
"Martin Beck" 29
"Michael J. Freedman" 44
"Michio Honda" 7
"Mihai Christodorescu" 21
"Mingxing Zhang" 4
"Myeongjae Jeon" 8
"Nilton Bila" 8
"Noa Zilberman" 12
"Nohhyun Park" 6
"Oana Balmau" 2
"Omid Mashayekhi" 2
"Paolo Costa" 26
"Paul E. McKenney" 34
"Pengfei Zuo" 2
"Pengtao Xie" 8
"Peter Pietzuch" 29
"Pietro Bressana" 1
"Pradeep Kumar" 1
"Pramod Bhatotia" 12
"Pulkit A. Misra" 0
"Qingda Hu" 1
"Qirong Ho" 16
"Rachit Agarwal" 12
"Richard Clegg" 13
"Richard Mortier" 31
"Robert Soule" 11
"Rocky K. C. Chang" 22
"Ruichuan Chen" 14
"Rüdiger Kapitza" 21
"Salvator Galea" 1
"Sam Whitlock" 3
"Sangwook Shane Hahn" 4
"Shai Bergman" 1
"Shiyou Huang" 1
"Shuai Mu" 3
"Siddhartha Sen" 12
"Song Jiang" 31
"Sorav Bansal" 14
"Stephen M. Rumble" 14
"Stuart Byma" 2
"Sue Moon" 36
"Sungjin Lee" 11
"Thomas Ilsche" 9
"Till Smejkal" 1
"Toke Høiland-Jørgensen" 4
"Trausti Saemundson" 2
"Trishank Karthik Kuppusamy" 4
"Valentin Rothberg" 3
"Wajih Ul Hassan" 1
"Weichao Li" 12
"Xiaodan Liang" 15
"Yafei Dai" 21
"Yongwei Wu" 21
"Youmin Chen" 19
"Youyou Lu" 10
"Zhi Yang" 10
"Zhiting Hu" 11
"Íñigo Goiri" 21
"Alexander Lenk" 8
"Alfredo Cuzzocrea" 35
"Anthony Ayodele" 1
"Anupam Joshi" 76
"Ashish Kundu" 15
"Balaji Palanisamy" 11
"Benjamin Satzger" 18
"Beomseok Nam" 13
"Bharat Bhargava" 55
"Bharath Balasubramanian" 6
"Bi Jing" 10
"Bingjing Zhang" 7
"Bo Peng" 8
"Bruno Crispo" 33
"Chang Ee-Chien" 28
"Charles Kamhoua" 9
"Chengwei Wang" 12
"Ching-Hsien Hsu" 22
"Christian Nieke" 3
"Chui-Hui Chiu" 2
"Claris Castillo" 11
"Daniel Grosu" 24
"Danilo Ardagna" 26
"Deepal Jayasinghe" 16
"Elena Ferrari" 47
"Elisa Bertino" 90
"Fan Yao" 3
"Feng Chen" 14
"Francis C. M. Lau" 36
"Geoffrey C. Fox" 76
"Gregory Chockler" 23
"Gueyoung Jung" 14
"Guru Venkataramani" 10
"Hamdy Soliman" 11
"Han Rui" 10
"Haopeng Chen" 2
"Hassan Takabi" 12
"Huang Keman" 9
"Ignacio Silva-Lepe" 11
"Iman Saleh" 8
"Ioan Raicu" 39
"Ivona Brandić" 32
"James Joshi" 31
"Janaka Balasooriya" 7
"Jiannong Cao" 46
"Joao Eduardo Ferreira" 18
"John Brevik" 14
"Jordi Torres" 31
"Jorn Altmann" 23
"Jun Shen" 18
"Kang Li" 21
"Karin Becker" 14
"Kazunori Ogata" 9
"Keke Chen" 22
"Kewen Wang" 21
"Kiran-Kumar Muniswamy-Reddy" 18
"Kisung Lee" 10
"Kohei Ichikawa" 7
"Kwang Mong Sim" 66
"Kyungyong Lee" 7
"Leandro Navarro" 18
"Lei Jiang" 12
"Lei Lu" 8
"Ludmila Cherkasova" 47
"Mani B. Srivastava" 95
"Marcio Silva" 4
"Marco Aiello" 32
"Marty Humphrey" 38
"Mehdi Azarmi" 5
"Michael Goul" 22
"Ming Zhao" 18
"Mohammad Hamdaqa" 7
"Mohammad Hammoud" 8
"Mohammad Maifi Hasan Khan" 9
"Mulong Luo" 6
"Nagarajan Kandasamy" 20
"Omer F. Rana" 38
"Paul Grefen" 38
"Pengcheng Xiong" 16
"Pengfei Chen" 1
"Philipp Leitner" 24
"Qi Yu" 21
"Qiang He" 12
"Quan Z. Sheng" 29
"Rahul Ghosh" 13
"Rajesh K. Gupta" 59
"Ram Krishnan" 13
"Ranga Raju Vatsavai" 19
"Read Sprabery" 3
"Renato Figueiredo" 27
"Ridwan Rashid Noel" 2
"Rina Nakazawa" 2
"Robert van Engelen" 21
"Roberto Di Pietro" 37
"Rong Chang" 18
"Roy Campbell" 66
"Sameep Mehta" 16
"Sean Thorpe" 7
"Seetharami Seelam" 13
"SeogChan Oh" 15
"Seung-Jong Park" 15
"Shannon Quinn" 5
"Shantenu Jha" 25
"Shiping Chen" 19
"Shiyong Lu" 33
"Shu Tao" 15
"Shuiguang Deng" 24
"Suresh Subramaniam" 33
"Surya Nepal" 24
"Suzanne K. McIntosh" 8
"Swapna Gokhale" 26
"Tamiya Onodera" 18
"Tan Wei" 23
"Tevfik Kosar" 20
"Thierry Priol" 29
"Toyotaro Suzumura" 20
"Tridib Mukherjee" 18
"Tyrone Grandison" 22
"Upendra Sharma" 18
"Vana Kalogeraki" 31
"Vijay K. Gurbani" 26
"Waldemar Hummer" 15
"Wolf-Tilo Balke" 26
"Wonbae Kim" 0
"Xiao Zhang" 8
"Xiaodong Zhu" 5
"Xiaoxing Ma" 17
"Xumin Liu" 12
"Yasuhiko Kanemasa" 14
"Yiming Zou" 1
"Ying Zhang" 24
"Yuan Haitao" 6
"Yun Yang" 41
"Zhang Zhang" 46
"kyuho Jeong" 2
"Adam Morrison" 9
"Akihiro Hayashi" 8
"Aleksandar Zlateski" 5
"Alex Kogan" 10
"Alexander Matveev" 8
"Amit Sabne" 5
"Ammar Ahmad Awan" 3
"Anand Raghunathan" 63
"Arie Tal" 10
"Bin Ren" 5
"Bruce Hendrickson" 46
"Charles Bouman" 47
"Charles E. Leiserson" 57
"David Budden" 9
"David Dice" 26
"Doug Lea" 24
"Edward Bortnikov" 9
"Elmootazbellah Elnozahy" 31
"Fernando Magno Quintão Pereira" 16
"Gergely Odor" 2
"Guoyang Chen" 3
"Halim Amer" 6
"Hao Luo" 31
"Hironori Kasahara" 29
"Hristo Djidjev" 22
"I-Ting Angelina Lee" 8
"Jahanzeb Maqbool Hashmi" 2
"Jieyang Chen" 2
"John Mellor-Crummey" 48
"Kaiming Ouyang" 0
"Karol Kowalski" 44
"Keren Zhou" 0
"Khaled Hamidouche" 11
"Kunal Agrawal" 21
"Kunle Olukotun" 59
"Mark Batty" 11
"Michael Vollmer" 1
"Mike Rainey" 10
"Milind Chabbi" 7
"Mingyu Chen" 15
"Naama Ben-David" 3
"Nathan DeBardeleben" 13
"Nirmal Prajapati" 1
"Panruo Wu" 7
"Peizhao Ou" 1
"Peng Jiang" 2
"Qiang Guan" 11
"Robert Clay" 9
"Robert Utterback" 2
"Rumen Andonov" 17
"Samyam Rajbhandari" 4
"Sandhya Dwarkadas" 47
"Satish Narayanasamy" 25
"Seth Copen Goldstein" 41
"Sreepathi Pai" 6
"Sylvain Collange" 12
"Tal Ben-Nun" 6
"Tao B. Schardl" 6
"Thomas R. Gross" 20
"Timothy G. Rogers" 4
"Timothy Kaler" 4
"Weihua Zhang" 7
"William S. Moses" 1
"Xin Liang" 3
"Xiuxia Zhang" 3
"Yue Zhao" 5
"Zhaoguo Wang" 5
"Zhijia Zhao" 7
"Aditya Sundarrajan" 4
"Adrian Loch" 6
"Ahmed O. F. Atya" 4
"Akshay Jajoo" 0
"Aleksandar Kuzmanovic" 27
"Alessandro Mei" 29
"Ana Paula Couto Da Silva" 13
"Ander Galisteo" 1
"Anubhavnidhi Abhashkumar" 2
"Aran Bergman" 4
"Athina Markopoulou" 38
"Azeem Aqil" 2
"Ben Leong" 17
"Björn Debaillie" 19
"Bozidar Radunovic" 27
"Chaoyun Zhang" 1
"Christian Esteve Rothenberg" 22
"Christos Gkantsidis" 30
"Colleen Josephson" 0
"Cristina Nita Rotaru" 32
"Damiano Carra" 14
"Dan Alistarh" 13
"Daniel Demmler" 6
"Daniel Steinmetzer" 4
"Daniel Wegemer" 3
"Dario Rossi" 34
"David Naylor" 8
"Dejan Kostic" 25
"Devdeep Ray" 0
"Dimitrios Koutsonikolas" 20
"Dinesh Bharadia" 14
"Domenico Giustiniano" 18
"Dongyao Chen" 2
"Eugene Chai" 6
"Evangelos E. Papalexakis" 20
"Ganesh Ananthanarayanan" 22
"Ghufran Baig" 1
"Giuseppe Bianchi" 35
"Hany Assasa" 2
"Huan Chen" 2
"Hyunseok Chang" 16
"Idilio Drago" 9
"Ilker Nadi Bozkurt" 5
"Istemi Ekin Akkus" 7
"Ivica Rimac" 18
"Jacobus Van der Merwe" 41
"Jie Xiong" 12
"Joan Palacios" 3
"Joerg Widmer" 42
"Joon-Myung Kang" 13
"Junguk Cho" 6
"Karim Khalil" 6
"Karthikeyan Sundaresan" 35
"KyoungSoo Park" 20
"Kyu-Han Kim" 20
"Lei Yang" 24
"Lili Qiu" 46
"Luca Muscariello" 23
"Marcelo Bagnulo" 22
"Marco Chiesa" 5
"Marco Mellia" 45
"Marco Zuniga" 22
"Matthew K. Mukerjee" 6
"Matthew Roughan" 34
"Matthias Schulz" 5
"Naga Katta" 10
"Narseo Vallina-Rodriguez" 14
"Nimantha Baranasuriya" 3
"Patrick Thiran" 54
"Paul Patras" 10
"Peng Cheng" 5
"Pengyu Zhang" 12
"Qing Wang" 10
"Ramanujan K Sheshadri" 5
"Ramin Sadre" 22
"Ranjita Bhagwan" 21
"Ren Zhang" 2
"Richard Gibbens" 30
"Richard Li" 1
"Rohan Gandhi" 7
"Sachin Katti" 38
"Sajjad Rizvi" 7
"Samir R. Das" 54
"Sampath Rangarajan" 51
"Sergey Gorinsky" 18
"Seth Gilbert" 29
"Shuihai Hu" 3
"Srinivasan Keshav" 49
"Sung-Ju Lee" 46
"T. V. Lakshman" 67
"Thomas Karagiannis" 30
"Vijay Sivaraman" 29
"Volker Hilt" 24
"Wai Kay Leong" 6
"Wenfei Wu" 10
"Wenjun Hu" 17
"Xi Ouyang" 3
"Xin Wang" 23
"Xiufeng Xie" 6
"Xu Zhang" 1
"Y. Charlie Hu" 53
"Yeon-sup Lim" 11
"Yuedong Xu" 12
"Yurong Jiang" 7
"Zhe Chen" 1
"Zhi-li Zhang" 62
"Animesh Trivedi" 7
"Cezary Dubnicki" 27
"Chunghan Lee" 2
"Dan Wallach" 46
"Danny Dolev" 61
"Danny Raz" 34
"Dorian Burihabwa" 2
"Dror Feitelson" 50
"Dushyanth Narayanan" 23
"Evangelia Kalyvianaki" 10
"Eyal de Lara" 35
"Fan Ni" 3
"Francisco Maia" 5
"Frank Bellosa" 20
"Gala Yadgar" 6
"Hakim Weatherspoon" 25
"Helen H. W. Chan" 1
"Iqbal Mohomed" 13
"Itai Segall" 11
"Jingpei Yang" 5
"Joao Paulo" 3
"Jon Weissman" 28
"Kornilios Kourtis" 11
"Kwangsung Oh" 2
"Larry Rudolph" 45
"Maayan Goldstein" 6
"Mahadev Satyanarayanan" 68
"Marius Hillenbrand" 7
"Mathias Gottschlag" 1
"Mema Roussopoulos" 22
"Naoto Fukumoto" 3
"Nikolas Ioannou" 6
"Nuno Preguica" 20
"Panayiotis Petrides" 3
"Patrick Stuedi" 15
"Pedro Trancoso" 17
"Peter Desnoyers" 19
"Philip Shilane" 21
"Rogério Pontes" 1
"Sam H. Noh" 25
"Stefan Saroiu" 34
"Valerio Schiavoni" 8
"Xingbo Wu" 4
"Yuval Cassuto" 14
"Andrea Calì" 25
"Andreas Pieris" 17
"Andrew McGregor" 29
"André Hernich" 10
"Angela Bonifati" 26
"Antoine Amarilli" 9
"Bas Ketsman" 4
"Benny Kimelfeld" 22
"Boris Motik" 52
"Carsten Lutz" 51
"Christopher Re" 37
"David Eppstein" 62
"David Woodruff" 33
"Diego Figueira" 13
"Domagoj Vrgoc" 8
"Donatello Santoro" 7
"Fabio Papacchini" 2
"Floris Geerts" 29
"Francesco Silvestri" 9
"Frank Wolter" 53
"Georg Gottlob" 70
"George Konstantinidis" 6
"Giansalvatore Mecca" 30
"Giuseppe De Giacomo" 67
"Hung Ngo" 24
"Jan Hidders" 20
"Jan Van den Bussche" 31
"Jef Wijsen" 17
"Jeff Phillips" 21
"Jelani Nelson" 17
"Juan L. Reutter" 16
"Julia Stoyanovich" 13
"Ke Yi" 32
"Kobbi Nissim" 32
"Leonid Libkin" 49
"Leopoldo Bertossi" 28
"Mahmoud Abo Khamis" 4
"Mario Alviano" 14
"Michael A. Bender" 40
"Michael Benedikt" 32
"Michael Goodrich" 62
"Michael Zakharyaschev" 45
"Morteza Monemizadeh" 9
"Nicole Schweikardt" 18
"Paolo Papotti" 19
"Paraschos Koutris" 12
"Pierre Bourhis" 12
"Pierre Senellart" 21
"Priya Govindan" 3
"Qin Zhang" 15
"Rada Chirkova" 18
"Rob Johnson" 19
"Roman Kontchakov" 24
"S Muthukrishnan" 74
"S. Sudarshan" 47
"Sara Cohen" 20
"Sepehr Assadi" 6
"Shiva Kasiviswanathan" 17
"Simon Mauras" 1
"Stanislav Kikot" 7
"Stefan Szeider" 30
"Stephen Chestnut" 5
"Stijn Vansummeren" 18
"Thomas Schwentick" 38
"Ting Deng" 10
"Tyler Mayer" 1
"Vladimir Braverman" 13
"Vladimir Podolskii" 7
"Vladislav Ryzhikov" 11
"Wenfei Fan" 49
"Wenjie Zhang" 20
"Xuemin Lin" 46
"Yaacov Y. Weiss" 10
"Yi Cui" 2
"Yufei Tao" 61
"Zengfeng Huang" 6
"Achim Streit" 22
"Alexey Lastovetsky" 25
"Anthony Maciejewski" 40
"Dana Petcu" 24
"Daniel Cordeiro" 9
"Djamal Zeghlache" 25
"Domingo Gimenez" 13
"François Tessier" 3
"Holger Blume" 16
"Howard J. Siegel" 59
"Lilia Zaourar" 4
"Massinissa Ait Aba" 0
"Mehmet Deveci" 8
"Pierre-Francois Dutot" 13
"Samuel Thibault" 19
"Stavan Karia" 0
"Thomas Naughton" 33
"Victor Lee" 18
"Abbas Rahimi" 14
"Abdullah Muzahid" 6
"Abhinandan Majumdar" 5
"Abhishek Bhattacharjee" 15
"Adwait Jog" 10
"Alex Ramirez" 39
"Alireza Shafaei" 7
"Andreas Moshovos" 32
"Andreas Prodromou" 2
"Andreas Sembrant" 7
"Aniruddh Ramrakhyani" 0
"Arpit Joshi" 3
"Arun Subramaniyan" 2
"Ashutosh Pattnaik" 4
"Benjamin C. Lee" 22
"Calvin Lin" 36
"Carmen Martínez" 12
"Carole-Jean Wu" 12
"Chenhao Xie" 2
"Cristóbal Camarero" 7
"Daehoon Kim" 3
"Daejin Jung" 5
"Daniel A. Jimenez" 21
"Daniel Oliveira" 6
"David Blaauw" 78
"David Black-Schaffer" 15
"David Wentzlaff" 21
"Dean Tullsen" 48
"Deqian Kong" 0
"Derek R. Hower" 10
"Engin Ipek" 19
"Eojin Lee" 0
"Erik Hagersten" 39
"Fred Chong" 33
"Glenn Reinman" 31
"Guihai Yan" 8
"Hadi Esmaeilzadeh" 18
"Hamid Sarbazi-Azad" 23
"Hari Cherupalli" 2
"Harold W. Cain" 16
"Henry Duwe" 5
"Hideharu Amano" 35
"Hiroki Matsutani" 19
"Hung-Wei Tseng" 10
"Hyeonggyu Kim" 1
"Hyeran Jeon" 7
"Hyunyoon Cho" 2
"Ikki Fujiwara" 9
"Indrani Paul" 7
"Jae W. Lee" 15
"Jaewoong Sim" 7
"Jan M. Rabaey" 83
"Javier Navaridas" 13
"Jee Ho Ryoo" 4
"Jeff Setter" 1
"Jiajun Li" 0
"Jiang Xu" 22
"John Sartori" 16
"Joseph L. Greathouse" 11
"José F. Martínez" 23
"Karthik Rao" 3
"Karthikeyan Sankaralingam" 31
"Kiyo Ishii" 27
"Laércio Pilla" 12
"Leonardo Piga" 4
"Linghao Song" 1
"Lixin Zhang" 30
"Luigi Carro" 34
"Lunkai Zhang" 3
"Marcelo Cintra" 17
"Masoud Badiei" 4
"Massoud Pedram" 76
"Mauricio Hanzich" 8
"Mehdi Modarressi" 9
"Michael Ferdman" 17
"Michihiro Koibuchi" 22
"Mieszko Lis" 14
"Mingzhe Zhang" 3
"Miquel Moreto" 15
"Miquel Pericas" 11
"Misiker Tadesse Aga" 1
"Mohammad Abdel-Majeed" 3
"Mohammad Alian" 0
"Mohsen Imani" 7
"Na Li" 17
"Nandita Vijaykumar" 5
"Nick Sumner" 9
"Nikos Hardavellas" 19
"Oguz Ergin" 17
"Onur Kayiran" 8
"Paolo Grani" 4
"Paolo Rech" 13
"Paul Carpenter" 8
"Paul V. Gratz" 17
"Pejman Lotfi-Kamran" 10
"Qiong Cai" 8
"Qiuyun Llull" 1
"Rajiv Nishtala" 2
"Rakesh Kumar" 31
"Ramyad Hadidi" 1
"Reza Azimi" 15
"Roberto Proietti" 22
"Rujia Wang" 3
"Salessawi Ferede Yitbarek" 1
"Seokin Hong" 7
"Seyed Majid Zahedi" 4
"Shaizeen Aga" 2
"Sherief Reda" 26
"Shih-Lien Lu" 33
"Shuang Chen" 8
"Snehasish Kumar" 4
"Soner Onder" 11
"Songchun Fan" 2
"Soontae Kim" 19
"Stijn Eyerman" 20
"Stratis Viglas" 15
"Supreet Jeloka" 5
"Syed Gilani" 7
"Tajana S. Rosing" 44
"Thomas F. Wenisch" 37
"Timothy N. Miller" 6
"Todd Austin" 53
"Trevor Mudge" 68
"Tushar Krishna" 15
"Valeria Bertacco" 33
"Vijay Nagarajan" 13
"Vinicius Petrucci" 12
"Weidong Ye" 1
"Xavier Martorell" 11
"Xiaodong Wang" 3
"Xiaowei Li" 30
"Xin Zhan" 3
"Xulong Tang" 4
"Xun Jian" 7
"Yale Patt" 65
"Yannis Papakonstantinou" 48
"Yanqi Zhou" 4
"Yao Wang" 3
"Yingying Tian" 5
"Yiran Chen" 40
"Yoav Etsion" 19
"Young Hoon Son" 4
"Yuan Xie" 59
"Yuchen Hao" 3
"Yuhwan Ro" 11
"Yutao Liu" 6
"Zhe Wang" 6
"Zhenman Fang" 7
"Zhiyong Liu" 55
"Zhongyuan Tian" 2
"Aamer Jaleel" 25
"Adam Holmes" 4
"Akhil Arunkumar" 3
"Alaa Alameldeen" 25
"AmirAli Abdolrashidi" 4
"Amirali Boroumand" 5
"Anand Sivasubramaniam" 56
"Andre Seznec" 36
"Andrew Lukefahr" 5
"Ang Li" 5
